	baseMean	log2FoldChange	lfcSE	pvalue	padj
CBX7	1419.7506069125754	-1.9647507763350525	0.37566625911866697	1.7673845678315707e-08	6.909056417879313e-07
ACTL6A	2143.2797163588734	1.2491144128984646	0.23172855702709944	1.7770820996873505e-08	6.914351127304656e-07
TMEM220-AS1	83.0416373094433	-3.279466964160403	0.6263969912578248	1.7766191920369864e-08	6.914351127304656e-07
EZH2	818.3138385190277	1.6611483989888074	0.31371730663379743	1.8128711126949454e-08	7.037081661105086e-07
PPAP2B	2026.5741875820527	-1.5023720133209018	0.2826760565558184	1.90391183352349e-08	7.373209962769122e-07
SHE	220.96665736100735	-2.0483005070916533	0.3889518610612552	1.9143455287927904e-08	7.396334997608508e-07
ACTG2	32398.721491702727	-4.168230248886736	0.8162256047994008	1.9393680565314307e-08	7.475587334188014e-07
TCN1	77.09198816011349	5.321116185963401	1.0586588650592668	1.9894532014498762e-08	7.650855409288097e-07
LYVE1	842.2364547420226	-3.3159322977070196	0.6483967245950175	2.0639463350432968e-08	7.918960764662649e-07
LOXL2	1721.4073766528843	1.76477575063074	0.3361733395263715	2.1466716518173145e-08	8.217340099046649e-07
GSTM2	194.31852416907356	-1.6837152915989992	0.31968336319287927	2.171152389557886e-08	8.274059288464489e-07
EREG	1130.6067371784623	3.1188511790398765	0.6096465124162713	2.171472573443169e-08	8.274059288464489e-07
NXT1	980.049612558012	2.201415251094334	0.4257135972364902	2.2152786560870378e-08	8.42161553317492e-07
LMOD1	5398.593556767344	-3.594261623038725	0.7113676515860959	2.2845508687057656e-08	8.665087104988115e-07
CNN2	5231.097381833238	1.751059117394981	0.3344649182973134	2.312112424228467e-08	8.749603523193342e-07
ECE1	7895.414130851507	-1.3514638131950816	0.2570531648063597	2.3841006054811343e-08	9.001473242790387e-07
HES6	2203.844715130697	2.521422016296739	0.4916499080517004	2.422783078817627e-08	9.126733984409584e-07
HHLA2	4098.563900991877	-3.320583920138911	0.6546201883797267	2.4851454792908943e-08	9.340427736790606e-07
FOLR1	43.940431197856455	3.074651639482067	0.607925036719948	2.503364755495788e-08	9.387617833109205e-07
TMEM132A	990.0706615971886	2.782065896567485	0.5453950982784626	2.519332615272653e-08	9.396764715733695e-07
SLC35G1	590.9318482290112	-2.3950232212682883	0.46587461687219955	2.511922082601932e-08	9.396764715733695e-07
CDC14A	542.46578790102	-2.6740472702351474	0.5224476865106205	2.5228116431381565e-08	9.396764715733695e-07
ATP5EP2	98.33418791213556	4.274018804829482	0.8557180085497038	2.5985225518365416e-08	9.657065313159346e-07
FOXP4-AS1	47.81644917049672	2.7163306133982923	0.5303480847663644	2.6195480625056424e-08	9.71342486264676e-07
SMOX	726.6273505005365	2.6365311545265566	0.5169784008462619	2.6465726776047208e-08	9.791728154307644e-07
CHP2	7532.076782013036	-3.245178419984716	0.6446626762910918	2.66500870861367e-08	9.83797758246583e-07
LCN12	93.26826928162797	2.859299445883514	0.5660974408556545	2.674984293931883e-08	9.852858815982435e-07
SUGCT	202.92136166074866	-2.159138799502555	0.42163307641627235	2.7034797126371047e-08	9.913755804637172e-07
DRD2	110.09853905989658	3.79789893658643	0.7553008071056023	2.6989943105084824e-08	9.913755804637172e-07
NMU	77.55029800352894	2.4458928440734384	0.4795377360403424	2.958778091549608e-08	1.0825992685967935e-06
MYEOV	786.7494051951277	3.6384001884156247	0.7253933439795212	2.997671958941647e-08	1.0920090707573143e-06
AC093724.2	72.76930815088072	2.9323214459297207	0.5839395911479859	2.991575525699931e-08	1.0920090707573143e-06
POP1	417.7060597523229	1.9401651322795497	0.3757804811498428	3.037749691413497e-08	1.1041820424381297e-06
HAUS5	609.8232998204584	1.6794818625864927	0.3234350961440793	3.0559549031559073e-08	1.1083687641096097e-06
NME2P1	35.25036851290261	3.3161800041901097	0.6592042789887892	3.1059516640203753e-08	1.1240425508982036e-06
GTPBP4	1677.0541649550328	1.2951164258194778	0.24538637682906642	3.119919960930589e-08	1.1266377636693795e-06
BEND5	50.36589038973964	-2.672175322304297	0.5250406902017444	3.2010224493608144e-08	1.153411893438163e-06
AC004453.8	474.02083041555693	4.326241209946901	0.870090290563591	3.213947504580063e-08	1.1555570474710311e-06
PPP1R12B	7498.995077208832	-3.385133136362618	0.6765899607828657	3.229849437283918e-08	1.1587609182463408e-06
C19orf33	1898.3389079569133	-1.8022296681268912	0.3519903464762156	3.416737901206045e-08	1.2231626503777579e-06
CHCHD6	503.01444778793535	2.12705868073001	0.41799586456512494	3.577324107575155e-08	1.2778911009279784e-06
RP11-386G11.5	17.93149512251769	2.8159757094157527	0.5534481463464839	3.604527258136995e-08	1.284839554916574e-06
ANPEP	86140.38810763285	-4.933742688831684	1.004766699750373	3.648914630657808e-08	1.297870386333759e-06
ZER1	3329.971970825362	-1.3478349662253668	0.2575936959149795	3.688615456820395e-08	1.309182038475333e-06
PSAT1	877.2547886360342	2.445819842664514	0.4845543868822427	3.861025025570743e-08	1.3664450970307585e-06
FMO4	259.8789565297784	-2.1255270074103705	0.4169349888785093	3.8664419336797935e-08	1.3664450970307585e-06
IFITM1	9462.43619582648	2.776901979008096	0.5505012310722094	3.9159332517757075e-08	1.380991354216646e-06
LPIN2	2092.213284405914	-1.3158307562293812	0.25201493645698303	4.003288039411437e-08	1.40880040877377e-06
KCNIP4	162.00650580536504	-3.3001415589702012	0.657182613251531	4.0421260809274216e-08	1.4194542328680511e-06
PKIB	2091.7718875820024	-3.5409644661894677	0.7140403635034137	4.080593083015229e-08	1.4299329883927572e-06
MNX1-AS1	121.34141088605968	2.3855572852077054	0.47624102625369524	4.1826682167963436e-08	1.4626102466961898e-06
TIMP1	6173.967489906378	2.2559592954382346	0.44575750060099384	4.2478137000007245e-08	1.4791494133931094e-06
ADCY5	645.3032535443954	-2.917945572698221	0.5839264433723963	4.239477631410891e-08	1.4791494133931094e-06
HPGD	3610.8671962491953	-2.95235380224606	0.5950728788736118	4.415053106088735e-08	1.5341615352918405e-06
RPS11P5	561.0901565565285	4.804026818155615	0.9817748730988977	4.4377814406789084e-08	1.5388332087709812e-06
PDZD4	232.92447081180896	-3.4406395779987293	0.6900978822537568	4.4639330901402966e-08	1.5446699576007395e-06
ACKR2	79.43730764562068	-2.5831812669792864	0.5080022479914686	4.495918383628914e-08	1.5524968168468594e-06
NMB	148.4343728551453	2.1373101446208396	0.42430746905577366	4.608827436759456e-08	1.5881770221265693e-06
NOP2	1413.3036539924146	1.4310250093475252	0.2776973573867705	4.819704591979419e-08	1.6573984151879433e-06
HM13	8015.181450107925	1.8276251212986934	0.35900034915310114	4.8456189851882943e-08	1.6628599312525048e-06
RGS2	1398.0748849643533	-2.247977021579903	0.4484139296478273	4.8831973232074856e-08	1.672293298185208e-06
P2RY14	255.2801201760912	-2.945468713134342	0.5886805764271633	4.940288925413025e-08	1.6883564729633175e-06
AQP9	91.54153927100856	3.4127549982418106	0.6902746625165778	5.049915831065744e-08	1.7187341868565647e-06
PWAR6	60.13451847633258	-4.033128769069253	0.8036628932266909	5.0449735369091076e-08	1.7187341868565647e-06
SLC36A1	2374.9960680518984	-1.9118129399611994	0.37900446129968274	5.1627352939622724e-08	1.7535315060947677e-06
PKMYT1	1006.9958044757827	2.7168772482771595	0.5474192470346735	5.297829469859287e-08	1.79415178283984e-06
C8orf4	1243.6595918518997	-1.3547293138268293	0.26257816120852656	5.303978121215817e-08	1.79415178283984e-06
TMEM82	482.9053588283663	-2.97370519028225	0.6084723781349255	5.3372483764486246e-08	1.8017289580373921e-06
CFL2	1069.8273035108232	-3.006384964417108	0.6097701850821243	5.353408407434637e-08	1.8035110640900225e-06
CCDC64	443.2307638249082	1.3056502133112977	0.25270087942142727	5.41723343935731e-08	1.8213112425425438e-06
FAM47E-STBD1	291.1701155259406	-2.0235759304270386	0.4042689609941586	5.4362760482416655e-08	1.8240136740810853e-06
AC058791.1	50.10614011731222	2.056774043459458	0.41011421184712393	5.605823176790261e-08	1.877101397076739e-06
MFSD12	2363.65416965267	2.0222048877091883	0.40267439816394485	5.657899220302375e-08	1.890075710919257e-06
KCNMA1	2092.2922696468404	-3.1548536393259785	0.642561938390328	5.6673763398302906e-08	1.890075710919257e-06
RNASEH2A	1372.9052692660541	2.2061341760886957	0.44091549070484026	5.703377422311509e-08	1.898262666160909e-06
TMEM255B	421.2362769339646	2.968982427909346	0.6037113725103058	5.873016244242939e-08	1.950806497962459e-06
SCN9A	364.9801674381308	-3.325317579655956	0.6732710530517144	5.891233469455533e-08	1.9529438951245092e-06
MST1L	45.02934666024228	-2.2836276010268346	0.4628640060482319	6.133098151154233e-08	2.02906390928905e-06
ZADH2	1662.0742226720663	-1.1979295349564276	0.22976685101972036	6.174528905074693e-08	2.0387015259285463e-06
RAN	8983.358630512494	1.3386983076269345	0.25931694258056315	6.201686357502666e-08	2.0435974428550036e-06
PKP1	260.84573968057356	3.523773818058638	0.7226853615038239	6.325605272868295e-08	2.0802957817022217e-06
C19orf45	99.753232271503	2.55166146321176	0.516796057466831	6.724252062469819e-08	2.2070193650581633e-06
NAAA	3033.0437666532252	-1.9808228469750726	0.3972813536473401	6.842870342481567e-08	2.236195446661271e-06
RP11-54H7.4	273.3892811546826	6.771560868199924	1.4298649162296397	6.837143082749214e-08	2.236195446661271e-06
MSX2	192.3032479511476	3.742199511888244	0.772226951411798	6.853618623854756e-08	2.236195446661271e-06
MXD1	4468.0046818319715	-1.9727156808755542	0.3965994054061996	6.892847936220166e-08	2.244576710075624e-06
SCIN	2513.7165744639306	-3.5653201450754524	0.7357484370152517	6.942320405540233e-08	2.2562541318005758e-06
MBNL1-AS1	396.60738671033505	-2.813894343175776	0.5732109497226532	6.980809782430792e-08	2.264323329624078e-06
SNORD17	24.0887621632638	2.319346734167138	0.4739707033114773	7.130343514285853e-08	2.3083094482282813e-06
SPARCL1	6144.104523081463	-2.635092040534797	0.5375507448742505	7.165326983837038e-08	2.3151129582280487e-06
RECQL4	982.6503335558428	2.3631549165188486	0.47891681595843444	7.190703594608561e-08	2.31879206382562e-06
SEMA6D	1423.2184882426552	-3.2356499267912873	0.6661838225016083	7.225094017002561e-08	2.3253579287731544e-06
RP11-69L16.5	232.54727545573158	4.817189345282474	1.0061115748953455	7.268573777374806e-08	2.3303019411989825e-06
CCDC78	46.543655351776096	3.3917829343959993	0.6968513439985985	7.25975946916699e-08	2.3303019411989825e-06
PSPH	543.8802657017171	1.409614325177749	0.27715579431127274	7.444461619714189e-08	2.382084002833256e-06
KCNJ14	52.22144460887443	1.5961772550901476	0.31625565466749733	7.48265073156715e-08	2.3896904793010694e-06
HYAL3	173.94413248822434	1.8884393249507412	0.3790855497157347	7.505887820162272e-08	2.3925017426767244e-06
SLC26A3	50804.08483257806	-3.7596736265405224	0.7822784190747565	7.712222250657838e-08	2.453552472258228e-06
NAT9	981.173002829877	1.6318469772412287	0.324366758594543	7.7281891675433e-08	2.453922135096364e-06
EXOSC5	1334.1946183909968	2.152902034826333	0.4353878412082222	7.981597203605954e-08	2.529540605158101e-06
IFITM3	19010.004190513395	2.720467239226772	0.5553358144996575	8.056200454697696e-08	2.5483114987903493e-06
TRMT1	1499.934393408243	1.8549529767179902	0.3727618160100473	8.178835021518692e-08	2.5821750567937586e-06
LRRN4CL	190.94436194597537	-1.8652276143039062	0.3750209722921607	8.34628483269499e-08	2.630031769998469e-06
ATP1B2	79.09216997136785	-2.322498147920422	0.4669949300551555	8.447407807034951e-08	2.656846003825509e-06
R3HDML	56.11720270058908	2.8459882067438476	0.589114650840581	8.483708598800649e-08	2.663209659566681e-06
EPHB2	9450.75860427439	1.7575923472793638	0.35121999729780723	8.508897308996567e-08	2.6660675405787918e-06
SLC38A7	680.0632935893783	1.020846383217555	0.1973937736945977	8.53524262910677e-08	2.6692763505178247e-06
MOCS1	629.1583786075745	-1.773181769872193	0.3569218455797319	8.745465928543345e-08	2.729870014418191e-06
RP11-172H24.4	242.51154018797493	2.9339660334717625	0.6081380746667403	9.148720527625839e-08	2.850376743334554e-06
SYNPO	5220.889969675925	-1.6953180239073073	0.3406352953985825	9.190061509767258e-08	2.8578849816959153e-06
PODNL1	172.81321122128233	2.103658426172318	0.42938237451573685	9.32274417335076e-08	2.893716941447357e-06
SNAI1	174.10780360776894	2.047566577204718	0.4174176957661941	9.41395741038375e-08	2.9165671790114144e-06
FILIP1	349.3563394967773	-3.1419480296587725	0.6533960201325502	9.699027273784911e-08	2.9992794228168827e-06
KRT7	180.72330548019485	3.5635042107592825	0.7481620738872335	9.728149796434567e-08	3.0026831075587142e-06
EMP1	9333.380012099287	-2.2170401618239586	0.4539622358812142	9.760902694541157e-08	3.0071926052420015e-06
ANKRD13B	584.5980312469098	2.8351181250001187	0.5875312021918978	9.829271894887081e-08	3.0226378786225112e-06
PDE7B	109.69113423723003	-2.0989210484869387	0.4238327070433895	9.996146333634331e-08	3.0682615829627598e-06
DPF3	124.26840668709075	-2.3595509921303868	0.47826201512144206	1.0063618120005523e-07	3.083261928633855e-06
GINM1	1217.7028401867408	-1.4811209733235833	0.2971863969139657	1.0172230153765469e-07	3.1107880959162847e-06
RP11-150O12.1	31.232725407126733	2.5384020032550167	0.5290746189938917	1.0240417089342333e-07	3.125873172299248e-06
TMOD1	237.56865726640598	-3.183282283624932	0.6714257105416983	1.0344816610452274e-07	3.1519363109971772e-06
RAB15	2118.1089876018295	1.4074442258692206	0.2800712192259997	1.0401866594549747e-07	3.1635034643057257e-06
AF064858.8	108.44266316421799	3.3563513549441	0.700900312083211	1.0537529485698717e-07	3.1988928795871104e-06
WDR7	599.211963680372	-1.2153386805420736	0.23934757348290023	1.0575893110672921e-07	3.2046696217441254e-06
TMCC3	2852.0317198669236	-1.812567287864683	0.3685479729986615	1.0623281330280495e-07	3.21238932140213e-06
FAUP1	283.5780866359416	5.169022405614506	1.1003826963550496	1.0640131146001624e-07	3.21238932140213e-06
JAM2	473.2927320003859	-2.624092172309396	0.5411112569129286	1.0747217861499859e-07	3.2388206555338212e-06
SOX4	3306.7300039242036	1.6682709770067092	0.33689084542998243	1.1059598934981151e-07	3.3269120208223697e-06
WDR66	66.26963694200268	2.8536767356318515	0.5948436943111766	1.1106367460353382e-07	3.3349282727419802e-06
XXbac-BPG299F13.17	45.19633921247392	-1.8117182867794144	0.3656211436856365	1.1256655307153753e-07	3.3739432498385796e-06
TMEM206	240.4373777403026	1.6717726968434479	0.33849706943460756	1.1305304222807054e-07	3.3824082579968754e-06
TOP1MT	1934.6237315096591	2.146083283098963	0.43976256301331684	1.1354882311968663e-07	3.3911202580338843e-06
MTMR10	876.54581621531	-1.0470638412438051	0.2052920077960314	1.1450900139400365e-07	3.4136451404777165e-06
ZSWIM4	564.7186961930139	1.8153399329335282	0.3689997296450918	1.1560766131627871e-07	3.4402100292950084e-06
FGF2	212.9224024625571	-2.5685742781780196	0.5323764051656452	1.1854727246492254e-07	3.521363872949984e-06
KIF26B	199.89795521951555	2.5545938956804597	0.5303465962913793	1.1998181269802654e-07	3.553774558727545e-06
RPS19P3	68.24337784152675	4.001056220678848	0.8503959980004148	1.200671947443394e-07	3.553774558727545e-06
AQP8	14025.104823357657	-6.019855830912198	1.3029895978023494	1.2123905150015325e-07	3.575689107855943e-06
FAM19A2	32.72480767729226	-1.8455214889853682	0.3728151119007429	1.2115738989034048e-07	3.575689107855943e-06
PCNA	5161.438538553874	1.7674714399065494	0.35897888548639245	1.216812815017837e-07	3.582357443858019e-06
IGFL4	17.26306236384153	3.878658051867785	0.8088103313574854	1.227258610479611e-07	3.606704161116942e-06
BOP1	3676.96115694994	2.3133708377698317	0.4779951764274964	1.256708715195148e-07	3.6867162751078896e-06
IGHV1-2	1303.036794790725	-4.316744992278653	0.9235652761174512	1.2589917727578155e-07	3.686888451141483e-06
RRP9	1447.0960063622251	1.9536453900028607	0.4003889032778886	1.272893698443108e-07	3.7210252295757524e-06
CCT2	5553.203280411678	1.3315779527643232	0.2658944913355615	1.2899247998999955e-07	3.7584180333562633e-06
CA9	710.2984508888136	3.8859554105493963	0.8246711653701093	1.290220127287912e-07	3.7584180333562633e-06
CORIN	54.47829918014013	3.1341057772404306	0.6560930407631543	1.3888396709464587e-07	4.038599569462728e-06
VSNL1	675.8211025383804	3.2521569767312686	0.6873626251939969	1.399313984634724e-07	4.054932672488423e-06
PTN	271.6107223766771	-2.26299815616646	0.46756168746527305	1.3993493144273772e-07	4.054932672488423e-06
TREM1	66.06638328001279	2.939515580667129	0.6160008113428511	1.4210548609052909e-07	4.110642987697241e-06
SSTR2	88.4410710911746	-1.7111559164559875	0.35429330139017895	1.4311434423756841e-07	4.1326136859541754e-06
NDN	707.1257330863812	-1.693524763070883	0.3463603064990877	1.4387120182534956e-07	4.140043698359668e-06
GIMAP1	211.71664786163507	-1.7430918983604518	0.35950658954503	1.443286830238087e-07	4.14601026190577e-06
SAMD10	533.1575225603589	2.0486411619820086	0.4244346582412973	1.458078496617311e-07	4.1812545123584655e-06
C15orf48	9805.868869298016	-2.387393262527141	0.501254205657707	1.5006900507333938e-07	4.296016855078757e-06
SLC7A2	160.41659855044298	-1.9921205853586426	0.4091239405879313	1.5060528424099987e-07	4.303935493611333e-06
MAOA	12874.621480742719	-2.106960374584209	0.44077524688624625	1.521776774777528e-07	4.341385549386838e-06
RRP1	1666.7147763294122	1.885690471509441	0.38888584460317427	1.5518661707555207e-07	4.41961886258982e-06
TTI1	1138.229445998525	1.464230225991558	0.2962231939033849	1.5594144415565713e-07	4.4334981764665815e-06
FSIP2	291.9451074779297	-3.262431332603298	0.6884304074052178	1.5800714485717973e-07	4.484534976040674e-06
UBE2FP1	41.76111959250416	-2.120233542931314	0.43335146857884194	1.61437004009321e-07	4.574048446930762e-06
COL1A1	61514.90202525236	2.696417287937095	0.5649287993533814	1.6272219257758454e-07	4.5994948267381446e-06
DTD1	1700.3426273256784	2.070094835208745	0.43072865426934537	1.6289010336623172e-07	4.5994948267381446e-06
TP53RK	959.8256782799825	1.325564080209799	0.2680529612506506	1.651877000959135e-07	4.656438995050622e-06
FXYD5	3045.2847543873304	2.433849011538888	0.5110110667601987	1.6747801232842573e-07	4.712984812128449e-06
PROSC	2116.007405799991	-1.2717376496196202	0.25678155723742996	1.6924942240823632e-07	4.754761315960198e-06
WDR62	357.62558159881326	2.205707578815085	0.4616369808986709	1.7223946445286826e-07	4.8305738127010005e-06
AF064858.6	101.91573369125592	2.529614024228804	0.5338614257258423	1.7386582329987796e-07	4.867949360127495e-06
ADAMTSL3	423.2805062477597	-2.8795560511809675	0.6123145327464509	1.7538245622910406e-07	4.902131892069814e-06
SMCHD1	1747.8838127269066	-1.9397074334418312	0.40332119968579205	1.7767957267360562e-07	4.957977974856924e-06
FAM107B	2187.6689062306023	-1.825171389484695	0.3783665171237889	1.782911206415573e-07	4.9583478601238455e-06
PDE2A	439.4507224864296	-2.515439092441365	0.5309976663823704	1.780034140264262e-07	4.9583478601238455e-06
SLC22A17	403.2734498712488	-1.945931837905871	0.4050470899536486	1.7970600970976915e-07	4.989325143952134e-06
RPLP0P2	76.24588820715543	2.5617452318904346	0.5423754512854897	1.801570609846203e-07	4.993483755551975e-06
FAM227A	38.33192558076924	2.464155529814282	0.5259335000576096	1.8431502819854594e-07	5.091702653984832e-06
DHRS2	30.41045527097627	2.8479621920299754	0.6112852032338396	1.8411338028645127e-07	5.091702653984832e-06
ABCB1	4232.382299373825	-2.6328632840999453	0.562241840748203	1.8612558668593145e-07	5.133164058767577e-06
PTGS1	2272.8732929659345	-2.729887004785198	0.5815461483307285	1.8651505810059098e-07	5.1353606113244114e-06
HSP90AB3P	114.70967416031661	3.303879224839028	0.7100648871816527	1.9300626050503518e-07	5.305271588509052e-06
SKA3	437.8559893854103	2.1679476504906314	0.4549291500007439	1.9375025243196135e-07	5.31690469215192e-06
SLCO2A1	1976.765053511352	-1.8681493564062528	0.39002126366099316	1.9627277078476704e-07	5.377225083896717e-06
SUN2	5776.231403950664	-1.0414897006372028	0.20908171776035597	2.0321844770026442e-07	5.558326354178024e-06
YTHDF1	2603.0424678111267	1.1839415834602214	0.23981303124016304	2.120477374072393e-07	5.790265646663907e-06
MTUS1	2414.8363282817886	-1.6538228277959122	0.3431373034645562	2.1402764375577075e-07	5.834717426401151e-06
AKR1E2	67.08570251018968	1.8078792540489572	0.3766878184821896	2.163318331139504e-07	5.887849152485596e-06
GIMAP7	287.5078238597599	-1.864515917314898	0.39112644091041815	2.2173682423988541e-07	6.025062068485411e-06
MGLL	9873.233659150734	-1.128044299340917	0.22814672438395317	2.2277906060324076e-07	6.043474516364511e-06
RPL3P7	241.4825724361895	4.355407782382562	0.9538063481004538	2.2456518153638512e-07	6.08197366661043e-06
WDR4	901.4287804583864	2.609930541426955	0.5588657351011789	2.2616022742223146e-07	6.115180700690842e-06
SLC1A1	2269.3403430565168	-2.7868085388445705	0.5998871233738936	2.2918945804939337e-07	6.1869955491346825e-06
FLNC	9953.391821961564	-3.611545892193095	0.7873330318506312	2.29568759468939e-07	6.1871580295896975e-06
RP1-278E11.3	172.65402472276241	4.516832816266523	0.9926510538565932	2.3481148232901163e-07	6.318182337018454e-06
UCHL1	341.74175067920254	-2.344150397207775	0.50126322364748	2.3606990598587485e-07	6.341748284790722e-06
SPTBN5	95.99628112553096	2.343634586204077	0.5033930441299762	2.3879397665436875e-07	6.400722968556918e-06
SNTB1	1185.9858993933851	2.211849595760162	0.4689672272647722	2.39037557619109e-07	6.400722968556918e-06
RP11-150O12.6	33.70245038505599	2.6562719556420893	0.5711246152020533	2.4170942004862676e-07	6.4618284472677235e-06
RUNX1	1726.1795722474828	1.434896006737623	0.2957001092945029	2.4261177566569453e-07	6.475507538903199e-06
ACTR3B	298.20813536792804	1.6860028469605246	0.35305416448057386	2.4314795937958126e-07	6.479384930412475e-06
CCNF	893.5027819121855	1.9297534820983677	0.4057141886411356	2.4369983379365576e-07	6.481199869028863e-06
GNB1L	370.5890137201462	2.001727723153679	0.42385446544319744	2.439981127163807e-07	6.481199869028863e-06
TMPRSS3	292.30798117704643	2.833778290259562	0.6115303922295908	2.487373571410995e-07	6.596514711381959e-06
SORD	1039.1795504748102	1.3674376625161986	0.28162895954898437	2.516347714094865e-07	6.6520675217101105e-06
HMOX1	1973.7464954843483	-1.9113790228323486	0.4046178962289442	2.512987275405396e-07	6.6520675217101105e-06
SETBP1	429.3956825688341	-2.1963571884974464	0.46773711396445977	2.590201411370987e-07	6.836399425712438e-06
RPL13P12	1463.4100329379864	3.4855720017142104	0.7605784228895033	2.6437216946493285e-07	6.9665639250894465e-06
LINC01132	21.70355840826517	2.1328187518884354	0.4500993290233023	2.695012756234205e-07	7.09045022771142e-06
AEN	1260.044350358285	1.8577841779612727	0.39224644277449516	2.714711890779607e-07	7.130958730534388e-06
RMDN2	318.59533948258945	-2.288946848671515	0.48735951863944843	2.723577838136269e-07	7.131643391328383e-06
MCM10	235.1825658077478	2.025875414444844	0.4295802987912859	2.7192934549997897e-07	7.131643391328383e-06
GLYATL1	47.394236849461876	3.055970179903487	0.6613603843905107	2.74281051788247e-07	7.170675762445101e-06
PLN	1307.5747515224894	-4.0334429824158	0.8888944849298863	2.7553759499786447e-07	7.192182105652919e-06
MIR22HG	830.10573422126	-1.7819867791367463	0.37626310902915583	2.760948558143217e-07	7.1953965961043745e-06
BVES	262.5731430299201	-2.9996832107345677	0.6502439677763986	2.768789849302585e-07	7.20450419971591e-06
LAS1L	1752.005053225346	1.3190322532415513	0.27245251261218534	2.783157433766818e-07	7.230538317348748e-06
MMP10	48.81767154111737	4.270222981487037	0.9457082472647587	2.795985693546031e-07	7.252498101803672e-06
RAE1	1329.4581685388691	1.3344951303687387	0.2758585559738338	2.931799780408213e-07	7.592903337541582e-06
PPM1A	2599.836477918583	-1.2103723576311398	0.249088743577217	2.9411226725605806e-07	7.605165101043935e-06
XRCC2	123.72504679776806	2.034737924515254	0.433584053996563	2.973449651064467e-07	7.676780057070645e-06
EXOSC2	830.0287346814579	1.5079261185232906	0.3151765527175603	3.048140855266796e-07	7.857377088032215e-06
EIF4A3	3881.0228161126097	1.2470005250640561	0.2585140824276982	3.070748370845942e-07	7.903362460678803e-06
BMP5	207.94789537011752	-2.882830628122019	0.6240287864446539	3.076158899906721e-07	7.905012986969598e-06
SERPINE1	786.1175170271148	2.2013134740010747	0.4722933001598172	3.083304627293557e-07	7.911110556871627e-06
GATA2-AS1	83.4580470356531	3.4026062794722085	0.7526112645262919	3.093599292733196e-07	7.917382904694252e-06
MMP28	1078.6893920251516	-2.4429821781474543	0.5300759531279591	3.1010880402693175e-07	7.91995905507919e-06
POLR3F	347.2536243960274	1.035660199243075	0.2107876067321289	3.1126965573303346e-07	7.937376221192353e-06
UBE2C	1470.5571340458282	1.9270343377001218	0.409364036774843	3.1415156700106944e-07	7.998559482400501e-06
SF3B3	6490.514369547297	1.1788172820562617	0.24229868498390603	3.1679148368520444e-07	8.053403132028011e-06
ENTPD3	77.11775513019795	-2.6296669480902577	0.5903919618847707	3.199806584035261e-07	8.122020540640804e-06
EIF2S2P4	71.99983352963335	4.034178948602522	0.9006236518038235	3.2393216592449023e-07	8.209748700609213e-06
GJB4	38.02115473344986	3.7917292515085657	0.8424646309166293	3.244557969299119e-07	8.210465395592809e-06
RYR3	107.22654010982966	-3.406822168155358	0.7434128201047506	3.30776810064588e-07	8.357661016494735e-06
PERM1	22.727650567769963	2.2155612677648024	0.4803008667585184	3.314363528254304e-07	8.361579220824214e-06
SLC41A2	1127.4930545395064	-2.272223427083355	0.49108199848935696	3.396008654640873e-07	8.554535478825604e-06
LRRN2	560.5434171404996	-3.1962891039563974	0.7041400137488224	3.4316052673966883e-07	8.631086086054644e-06
FKBP10	2868.3207855995515	2.2264682583540822	0.4800306463512822	3.5303714458845153e-07	8.866046472050884e-06
TIMM50	2247.7144022750485	1.289451881891652	0.26892755344844044	3.554726045096329e-07	8.905105870624965e-06
EEF1DP1	133.30235009743058	3.9656427829851055	0.8866648288785078	3.556669735356698e-07	8.905105870624965e-06
EIF4E3	1645.6807041937716	-2.2130253775597026	0.47875510976180574	3.576494615554444e-07	8.94123653888611e-06
ADH1C	5998.639046403629	-2.933227157932061	0.6477650488401503	3.605462313746358e-07	8.986547045164794e-06
REEP2	142.47183956678086	-2.999981243369967	0.6609535625474088	3.603358949016138e-07	8.986547045164794e-06
IQGAP3	1435.754372418628	2.2027778722880518	0.4762722351126415	3.682464383749913e-07	9.164691765864086e-06
NSUN5P1	323.0621219004122	1.7294338937370022	0.3692728839814478	3.695779736569549e-07	9.184040349871106e-06
SLC27A5	433.30564541389873	2.680739819529398	0.5884201802239809	3.775511381441584e-07	9.368128914280578e-06
SALL2	202.82118573471377	-2.50870345624176	0.5479572280710757	3.8231170986031706e-07	9.47207263218947e-06
C16orf59	259.5804305898855	2.493344079111395	0.5462085999111194	3.856202769924489e-07	9.539785210671404e-06
XXbac-B476C20.9	157.96530733704887	-1.9714927001011007	0.42266801029601714	3.86299789268346e-07	9.54235321478813e-06
SMYD3	249.9499414131078	1.8208814634255366	0.3907374721235371	3.8795294934956296e-07	9.568928773019355e-06
PANO1	35.5198744402813	3.8562762265311714	0.8732820119926096	3.9173139786295766e-07	9.647768082583244e-06
ECI2	1500.9566507321376	-1.7388641006894674	0.3748379113573129	3.9555130859846054e-07	9.726928744178988e-06
KCNN4	4103.385923835013	2.8305447725029516	0.6226768142511513	3.9649801140861507e-07	9.726928744178988e-06
TNFRSF11A	1815.8243929232378	-1.1632373072404174	0.24162191933020824	3.967061134880842e-07	9.726928744178988e-06
CLCN4	253.33906353828854	2.079242262641231	0.4493310717237737	3.9894022566443225e-07	9.767258848431262e-06
RP11-424C20.2	36.323246942615626	3.0318862802234725	0.6692480946772089	4.0617226146157286e-07	9.929653737058362e-06
